,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith
13460,13,5,4.381748523619814,3.574568611930041,0.2315928988916669
13461,5,1,2.6676048035861344,1.468949881473545,0.4109463484002087
13462,4,2,2.660834695589901,1.4690218291590007,0.4109829527209161
13463,2,0,2.6178623868729733,1.5408310869062518,0.42591226695466533
13464,6,1,2.696855921629557,1.8417659099759511,0.12465753970013749
13465,7,1,2.7467945814401915,1.807887957376625,0.12851970207967156
13466,6,0,2.6744920594380948,1.822092382750185,0.13036607015214052
13467,8,2,2.672025310168292,1.8301301786960664,0.12648511569853094
13468,7,3,2.6052019123832246,1.812834886469659,0.1255678724508713
13469,2,1,3.212394144299869,1.9984126281352506,0.3777984729101953
13470,1,1,3.440300327870378,1.9940170813173514,0.38525882169656844
13471,9,3,3.205402267271374,1.982164947665357,0.37562552106939195
13472,8,1,3.2374301550234192,2.0572018316500387,0.38048470379676935
13473,7,2,3.2312421376083766,2.057939451444809,0.3810351542416224
13474,7,6,3.8837454440563244,3.081785190249322,0.27332716599318996
13475,10,6,4.091368868125082,3.4173330021901283,0.08537152897075373
13476,8,4,4.17526221909126,3.483366081264636,0.09910702343435718
13477,10,5,4.242787344102954,3.413383685464467,0.08130068589693273
13478,9,3,4.357332544666207,3.450082941490205,0.07967363211350253
13479,9,4,4.284083850295207,3.4962916563481237,0.3529023540381333
13480,5,1,2.450129326997433,1.0791933859029186,0.28487149501003683
13481,3,1,2.6878635775975943,1.1244442105043433,0.5066318989412761
